domainName,idKab,idParent,idPro,idWilayah_1,kodeKab,kodeKec,kodeKel,kodePro,namaKab,namaPro,namaWilayah,tingkatWilayah,alokasiKursi,alokasiSisaKursi,createdAt,createdBy,id,idVersi,idWilayah,jumlahPenduduk,nama,noDapil,parent,peringkatPenduduk,sisaPenduduk,statusCoterminous,tingkat,totalAlokasiKursi,updatedAt,updatedBy
tanahbumbukab,63722,61965,61965,63722,6310,631000,6310000000,63,TANAH BUMBU,KALIMANTAN SELATAN,TANAH BUMBU,2,8,0,"Dec 31, 2017 3:42:46 PM",hafizh,2441,671,63722,72404,TANAH BUMBU 3,3,-1,4,1484,False,2,8,"Dec 31, 2017 3:42:46 PM",hafizh
tanahbumbukab,63722,61965,61965,63722,6310,631000,6310000000,63,TANAH BUMBU,KALIMANTAN SELATAN,TANAH BUMBU,2,8,0,"Dec 31, 2017 3:42:46 PM",hafizh,2442,671,63722,72619,TANAH BUMBU 4,4,-1,3,1699,False,2,8,"Dec 31, 2017 3:42:46 PM",hafizh
balangankab,63866,61965,61965,63866,6311,631100,6311000000,63,BALANGAN,KALIMANTAN SELATAN,BALANGAN,2,10,0,"Dec 31, 2017 3:43:57 PM",hafizh,2443,672,63866,50160,BALANGAN 1,1,-1,3,50,False,2,10,"Dec 31, 2017 3:43:57 PM",hafizh
balangankab,63866,61965,61965,63866,6311,631100,6311000000,63,BALANGAN,KALIMANTAN SELATAN,BALANGAN,2,7,0,"Dec 31, 2017 3:43:57 PM",hafizh,2444,672,63866,36469,BALANGAN 2,2,-1,2,1392,False,2,7,"Dec 31, 2017 3:43:57 PM",hafizh
balangankab,63866,61965,61965,63866,6311,631100,6311000000,63,BALANGAN,KALIMANTAN SELATAN,BALANGAN,2,7,1,"Dec 31, 2017 3:43:57 PM",hafizh,2445,672,63866,38659,BALANGAN 3,3,-1,1,3582,False,2,8,"Dec 31, 2017 3:43:57 PM",hafizh
banjarmasinkota,64027,61965,61965,64027,6371,637100,6371000000,63,KOTA BANJARMASIN,KALIMANTAN SELATAN,KOTA BANJARMASIN,2,6,0,"Dec 31, 2017 3:46:17 PM",vici,6189,1486,64027,93042,KOTA BANJARMASIN 1,1,-1,4,6780,False,2,6,"Dec 31, 2017 3:46:17 PM",hafizh
banjarmasinkota,64027,61965,61965,64027,6371,637100,6371000000,63,KOTA BANJARMASIN,KALIMANTAN SELATAN,KOTA BANJARMASIN,2,9,1,"Dec 31, 2017 3:46:17 PM",vici,6190,1486,64027,140183,KOTA BANJARMASIN 2,2,-1,2,10790,False,2,10,"Dec 31, 2017 3:46:17 PM",hafizh
banjarmasinkota,64027,61965,61965,64027,6371,637100,6371000000,63,KOTA BANJARMASIN,KALIMANTAN SELATAN,KOTA BANJARMASIN,2,8,0,"Dec 31, 2017 3:46:17 PM",vici,6191,1486,64027,118474,KOTA BANJARMASIN 3,3,-1,5,3458,False,2,8,"Dec 31, 2017 3:46:17 PM",hafizh
banjarmasinkota,64027,61965,61965,64027,6371,637100,6371000000,63,KOTA BANJARMASIN,KALIMANTAN SELATAN,KOTA BANJARMASIN,2,10,1,"Dec 31, 2017 3:46:17 PM",vici,6192,1486,64027,156571,KOTA BANJARMASIN 4,4,-1,1,12801,False,2,11,"Dec 31, 2017 3:46:17 PM",hafizh
banjarmasinkota,64027,61965,61965,64027,6371,637100,6371000000,63,KOTA BANJARMASIN,KALIMANTAN SELATAN,KOTA BANJARMASIN,2,9,1,"Dec 31, 2017 3:46:17 PM",vici,6193,1486,64027,138733,KOTA BANJARMASIN 5,5,-1,3,9340,False,2,10,"Dec 31, 2017 3:46:17 PM",hafizh
banjarbarukota,64085,61965,61965,64085,6372,637200,6372000000,63,KOTA BANJARBARU,KALIMANTAN SELATAN,KOTA BANJARBARU,2,12,0,"Dec 31, 2017 3:52:16 PM",vici,6177,1483,64085,90771,KOTA BANJARBARU 1,1,-1,3,2079,False,2,12,"Dec 31, 2017 3:52:16 PM",hafizh
banjarbarukota,64085,61965,61965,64085,6372,637200,6372000000,63,KOTA BANJARBARU,KALIMANTAN SELATAN,KOTA BANJARBARU,2,4,0,"Dec 31, 2017 3:52:16 PM",vici,6178,1483,64085,30978,KOTA BANJARBARU 2,2,-1,4,1414,False,2,4,"Dec 31, 2017 3:52:16 PM",hafizh
banjarbarukota,64085,61965,61965,64085,6372,637200,6372000000,63,KOTA BANJARBARU,KALIMANTAN SELATAN,KOTA BANJARBARU,2,4,1,"Dec 31, 2017 3:52:16 PM",vici,6179,1483,64085,36266,KOTA BANJARBARU 3,3,-1,1,6702,False,2,5,"Dec 31, 2017 3:52:16 PM",hafizh
banjarbarukota,64085,61965,61965,64085,6372,637200,6372000000,63,KOTA BANJARBARU,KALIMANTAN SELATAN,KOTA BANJARBARU,2,8,1,"Dec 31, 2017 3:52:16 PM",vici,6180,1483,64085,63720,KOTA BANJARBARU 4,4,-1,2,4592,False,2,9,"Dec 31, 2017 3:52:16 PM",hafizh
paserkab,64112,64111,64111,64112,6401,640100,6401000000,64,PASER,KALIMANTAN TIMUR,PASER,2,8,0,"Dec 31, 2017 5:29:52 PM",vici,5997,1440,64112,69448,PASER 1,1,-1,2,1584,False,2,8,"Dec 31, 2017 5:29:52 PM",galuh
paserkab,64112,64111,64111,64112,6401,640100,6401000000,64,PASER,KALIMANTAN TIMUR,PASER,2,8,0,"Dec 31, 2017 5:29:52 PM",vici,5998,1440,64112,68406,PASER 2,2,-1,3,542,False,2,8,"Dec 31, 2017 5:29:52 PM",galuh
paserkab,64112,64111,64111,64112,6401,640100,6401000000,64,PASER,KALIMANTAN TIMUR,PASER,2,7,1,"Dec 31, 2017 5:29:52 PM",vici,5999,1440,64112,65486,PASER 3,3,-1,1,6105,False,2,8,"Dec 31, 2017 5:29:52 PM",galuh
paserkab,64112,64111,64111,64112,6401,640100,6401000000,64,PASER,KALIMANTAN TIMUR,PASER,2,6,0,"Dec 31, 2017 5:29:53 PM",vici,6000,1440,64112,51163,PASER 4,4,-1,4,265,False,2,6,"Dec 31, 2017 5:29:53 PM",galuh
kutaikertanegarakab,64248,64111,64111,64248,6402,640200,6402000000,64,KUTAI KARTANEGARA,KALIMANTAN TIMUR,KUTAI KARTANEGARA,2,6,1,"Dec 31, 2017 8:29:45 AM",vici,6006,1442,64248,99171,KUTAI KARTANEGARA 1,1,-1,2,9777,False,2,7,"Dec 31, 2017 8:29:45 AM",vici
kutaikertanegarakab,64248,64111,64111,64248,6402,640200,6402000000,64,KUTAI KARTANEGARA,KALIMANTAN TIMUR,KUTAI KARTANEGARA,2,9,0,"Dec 31, 2017 8:29:45 AM",vici,6007,1442,64248,136876,KUTAI KARTANEGARA 2,2,-1,5,2785,False,2,9,"Dec 31, 2017 8:29:45 AM",vici
kutaikertanegarakab,64248,64111,64111,64248,6402,640200,6402000000,64,KUTAI KARTANEGARA,KALIMANTAN TIMUR,KUTAI KARTANEGARA,2,6,1,"Dec 31, 2017 8:29:45 AM",vici,6008,1442,64248,98730,KUTAI KARTANEGARA 3,3,-1,3,9336,False,2,7,"Dec 31, 2017 8:29:45 AM",vici
kutaikertanegarakab,64248,64111,64111,64248,6402,640200,6402000000,64,KUTAI KARTANEGARA,KALIMANTAN TIMUR,KUTAI KARTANEGARA,2,7,1,"Dec 31, 2017 8:29:45 AM",vici,6009,1442,64248,118739,KUTAI KARTANEGARA 4,4,-1,1,14446,False,2,8,"Dec 31, 2017 8:29:45 AM",vici
kutaikertanegarakab,64248,64111,64111,64248,6402,640200,6402000000,64,KUTAI KARTANEGARA,KALIMANTAN TIMUR,KUTAI KARTANEGARA,2,7,0,"Dec 31, 2017 8:29:45 AM",vici,6010,1442,64248,111627,KUTAI KARTANEGARA 5,5,-1,4,7334,False,2,7,"Dec 31, 2017 8:29:45 AM",vici
kutaikertanegarakab,64248,64111,64111,64248,6402,640200,6402000000,64,KUTAI KARTANEGARA,KALIMANTAN TIMUR,KUTAI KARTANEGARA,2,7,0,"Dec 31, 2017 8:29:45 AM",vici,6011,1442,64248,105315,KUTAI KARTANEGARA 6,6,-1,6,1022,False,2,7,"Dec 31, 2017 8:29:45 AM",vici
beraukab,64496,64111,64111,64496,6403,640300,6403000000,64,BERAU,KALIMANTAN TIMUR,BERAU,2,9,0,"Dec 31, 2017 5:53:59 PM",galuh,1912,540,64496,66541,BERAU 1,1,-1,4,769,False,2,9,"Dec 31, 2017 5:53:59 PM",galuh
beraukab,64496,64111,64111,64496,6403,640300,6403000000,64,BERAU,KALIMANTAN TIMUR,BERAU,2,8,0,"Dec 31, 2017 5:53:59 PM",galuh,1913,540,64496,59473,BERAU 2,2,-1,3,1009,False,2,8,"Dec 31, 2017 5:53:59 PM",galuh
beraukab,64496,64111,64111,64496,6403,640300,6403000000,64,BERAU,KALIMANTAN TIMUR,BERAU,2,6,1,"Dec 31, 2017 5:53:59 PM",galuh,1914,540,64496,48079,BERAU 3,3,-1,1,4231,False,2,7,"Dec 31, 2017 5:53:59 PM",galuh
beraukab,64496,64111,64111,64496,6403,640300,6403000000,64,BERAU,KALIMANTAN TIMUR,BERAU,2,6,0,"Dec 31, 2017 5:53:59 PM",galuh,1915,540,64496,45170,BERAU 4,4,-1,2,1322,False,2,6,"Dec 31, 2017 5:53:59 PM",galuh
kutaibaratkab,65069,64111,64111,65069,6407,640700,6407000000,64,KUTAI BARAT,KALIMANTAN TIMUR,KUTAI BARAT,2,12,0,"Dec 31, 2017 5:49:38 PM",galuh,1905,538,65069,79011,KUTAI BARAT 1,1,-1,2,2907,False,2,12,"Dec 31, 2017 5:49:38 PM",galuh
kutaibaratkab,65069,64111,64111,65069,6407,640700,6407000000,64,KUTAI BARAT,KALIMANTAN TIMUR,KUTAI BARAT,2,7,0,"Dec 31, 2017 5:49:38 PM",galuh,1906,538,65069,44706,KUTAI BARAT 2,2,-1,3,312,False,2,7,"Dec 31, 2017 5:49:38 PM",galuh
kutaibaratkab,65069,64111,64111,65069,6407,640700,6407000000,64,KUTAI BARAT,KALIMANTAN TIMUR,KUTAI BARAT,2,5,1,"Dec 31, 2017 5:49:38 PM",galuh,1907,538,65069,34843,KUTAI BARAT 3,3,-1,1,3133,False,2,6,"Dec 31, 2017 5:49:38 PM",galuh
kutaitimurkab,65315,64111,64111,65315,6408,640800,6408000000,64,KUTAI TIMUR,KALIMANTAN TIMUR,KUTAI TIMUR,2,11,0,"Dec 31, 2017 5:37:24 PM",galuh,1901,537,65315,120881,KUTAI TIMUR 1,1,-1,3,6261,False,2,11,"Dec 31, 2017 5:37:24 PM",galuh
kutaitimurkab,65315,64111,64111,65315,6408,640800,6408000000,64,KUTAI TIMUR,KALIMANTAN TIMUR,KUTAI TIMUR,2,9,1,"Dec 31, 2017 5:37:24 PM",galuh,1902,537,65315,101308,KUTAI TIMUR 2,2,-1,1,7528,False,2,10,"Dec 31, 2017 5:37:24 PM",galuh
kutaitimurkab,65315,64111,64111,65315,6408,640800,6408000000,64,KUTAI TIMUR,KALIMANTAN TIMUR,KUTAI TIMUR,2,11,0,"Dec 31, 2017 5:37:24 PM",galuh,1903,537,65315,114798,KUTAI TIMUR 3,3,-1,4,178,False,2,11,"Dec 31, 2017 5:37:24 PM",galuh
kutaitimurkab,65315,64111,64111,65315,6408,640800,6408000000,64,KUTAI TIMUR,KALIMANTAN TIMUR,KUTAI TIMUR,2,7,1,"Dec 31, 2017 5:37:24 PM",galuh,1904,537,65315,79813,KUTAI TIMUR 4,4,-1,2,6873,False,2,8,"Dec 31, 2017 5:37:24 PM",galuh
penajampaserutarakab,65469,64111,64111,65469,6409,640900,6409000000,64,PENAJAM PASER UTARA,KALIMANTAN TIMUR,PENAJAM PASER UTARA,2,11,1,"Dec 31, 2017 5:30:44 PM",galuh,1898,536,65469,79294,PENAJAM PASER UTARA 1,1,-1,1,6012,False,2,12,"Dec 31, 2017 5:30:44 PM",galuh
penajampaserutarakab,65469,64111,64111,65469,6409,640900,6409000000,64,PENAJAM PASER UTARA,KALIMANTAN TIMUR,PENAJAM PASER UTARA,2,5,0,"Dec 31, 2017 5:30:44 PM",galuh,1899,536,65469,34990,PENAJAM PASER UTARA 2,2,-1,3,1680,False,2,5,"Dec 31, 2017 5:30:44 PM",galuh
penajampaserutarakab,65469,64111,64111,65469,6409,640900,6409000000,64,PENAJAM PASER UTARA,KALIMANTAN TIMUR,PENAJAM PASER UTARA,2,7,1,"Dec 31, 2017 5:30:44 PM",galuh,1900,536,65469,52270,PENAJAM PASER UTARA 3,3,-1,2,5636,False,2,8,"Dec 31, 2017 5:30:44 PM",galuh
balikpapankota,65528,64111,64111,65528,6471,647100,6471000000,64,KOTA BALIKPAPAN,KALIMANTAN TIMUR,KOTA BALIKPAPAN,2,5,1,"Dec 31, 2017 5:27:54 PM",vici,5985,1437,65528,82329,KOTA BALIKPAPAN 1,1,-1,1,13444,False,2,6,"Dec 31, 2017 5:27:54 PM",galuh
balikpapankota,65528,64111,64111,65528,6471,647100,6471000000,64,KOTA BALIKPAPAN,KALIMANTAN TIMUR,KOTA BALIKPAPAN,2,7,1,"Dec 31, 2017 5:27:54 PM",vici,5986,1437,65528,103314,KOTA BALIKPAPAN 2,2,-1,2,6875,False,2,8,"Dec 31, 2017 5:27:54 PM",galuh
balikpapankota,65528,64111,64111,65528,6471,647100,6471000000,64,KOTA BALIKPAPAN,KALIMANTAN TIMUR,KOTA BALIKPAPAN,2,6,0,"Dec 31, 2017 5:27:54 PM",vici,5987,1437,65528,88353,KOTA BALIKPAPAN 3,3,-1,4,5691,False,2,6,"Dec 31, 2017 5:27:54 PM",galuh
balikpapankota,65528,64111,64111,65528,6471,647100,6471000000,64,KOTA BALIKPAPAN,KALIMANTAN TIMUR,KOTA BALIKPAPAN,2,10,1,"Dec 31, 2017 5:27:54 PM",vici,5988,1437,65528,144591,KOTA BALIKPAPAN 4,4,-1,3,6821,False,2,11,"Dec 31, 2017 5:27:54 PM",galuh
balikpapankota,65528,64111,64111,65528,6471,647100,6471000000,64,KOTA BALIKPAPAN,KALIMANTAN TIMUR,KOTA BALIKPAPAN,2,5,0,"Dec 31, 2017 5:27:54 PM",vici,5989,1437,65528,73268,KOTA BALIKPAPAN 5,5,-1,5,4383,False,2,5,"Dec 31, 2017 5:27:54 PM",galuh
balikpapankota,65528,64111,64111,65528,6471,647100,6471000000,64,KOTA BALIKPAPAN,KALIMANTAN TIMUR,KOTA BALIKPAPAN,2,9,0,"Dec 31, 2017 5:27:54 PM",vici,5990,1437,65528,128128,KOTA BALIKPAPAN 6,6,-1,6,4135,False,2,9,"Dec 31, 2017 5:27:54 PM",galuh
samarindakota,65567,64111,64111,65567,6472,647200,6472000000,64,KOTA SAMARINDA,KALIMANTAN TIMUR,KOTA SAMARINDA,2,8,1,"Dec 31, 2017 5:26:10 PM",vici,5974,1435,65567,151328,KOTA SAMARINDA 1,1,-1,1,15152,False,2,9,"Dec 31, 2017 5:26:10 PM",galuh
samarindakota,65567,64111,64111,65567,6472,647200,6472000000,64,KOTA SAMARINDA,KALIMANTAN TIMUR,KOTA SAMARINDA,2,10,0,"Dec 31, 2017 5:26:10 PM",vici,5975,1435,65567,174835,KOTA SAMARINDA 2,2,-1,4,4615,False,2,10,"Dec 31, 2017 5:26:10 PM",galuh
samarindakota,65567,64111,64111,65567,6472,647200,6472000000,64,KOTA SAMARINDA,KALIMANTAN TIMUR,KOTA SAMARINDA,2,7,0,"Dec 31, 2017 5:26:10 PM",vici,5976,1435,65567,119856,KOTA SAMARINDA 3,3,-1,5,702,False,2,7,"Dec 31, 2017 5:26:10 PM",galuh
samarindakota,65567,64111,64111,65567,6472,647200,6472000000,64,KOTA SAMARINDA,KALIMANTAN TIMUR,KOTA SAMARINDA,2,7,0,"Dec 31, 2017 5:26:10 PM",vici,5977,1435,65567,125808,KOTA SAMARINDA 4,4,-1,3,6654,False,2,7,"Dec 31, 2017 5:26:10 PM",galuh
samarindakota,65567,64111,64111,65567,6472,647200,6472000000,64,KOTA SAMARINDA,KALIMANTAN TIMUR,KOTA SAMARINDA,2,11,1,"Dec 31, 2017 5:26:10 PM",vici,5978,1435,65567,194188,KOTA SAMARINDA 5,5,-1,2,6946,False,2,12,"Dec 31, 2017 5:26:10 PM",galuh
bontangkota,65656,64111,64111,65656,6474,647400,6474000000,64,KOTA BONTANG,KALIMANTAN TIMUR,KOTA BONTANG,2,9,1,"Dec 31, 2017 5:28:44 PM",galuh,1891,534,65656,67364,KOTA BONTANG 1,1,-1,1,4625,False,2,10,"Dec 31, 2017 5:28:44 PM",galuh
bontangkota,65656,64111,64111,65656,6474,647400,6474000000,64,KOTA BONTANG,KALIMANTAN TIMUR,KOTA BONTANG,2,4,0,"Dec 31, 2017 5:28:44 PM",galuh,1892,534,65656,29157,KOTA BONTANG 2,2,-1,2,1273,False,2,4,"Dec 31, 2017 5:28:44 PM",galuh
bontangkota,65656,64111,64111,65656,6474,647400,6474000000,64,KOTA BONTANG,KALIMANTAN TIMUR,KOTA BONTANG,2,11,0,"Dec 31, 2017 5:28:44 PM",galuh,1893,534,65656,77771,KOTA BONTANG 3,3,-1,3,1090,False,2,11,"Dec 31, 2017 5:28:44 PM",galuh
mahakamulukab,928073,64111,64111,928073,6411,641100,6411000000,64,MAHAKAM ULU,KALIMANTAN TIMUR,MAHAKAM ULU,2,7,0,"Dec 31, 2017 5:55:00 PM",galuh,1916,541,928073,8656,MAHAKAM ULU 1,1,-1,3,102,False,2,7,"Dec 31, 2017 5:55:00 PM",galuh
mahakamulukab,928073,64111,64111,928073,6411,641100,6411000000,64,MAHAKAM ULU,KALIMANTAN TIMUR,MAHAKAM ULU,2,6,1,"Dec 31, 2017 5:55:00 PM",galuh,1917,541,928073,7933,MAHAKAM ULU 2,2,-1,1,601,False,2,7,"Dec 31, 2017 5:55:00 PM",galuh
mahakamulukab,928073,64111,64111,928073,6411,641100,6411000000,64,MAHAKAM ULU,KALIMANTAN TIMUR,MAHAKAM ULU,2,6,0,"Dec 31, 2017 5:55:00 PM",galuh,1918,541,928073,7866,MAHAKAM ULU 3,3,-1,2,534,False,2,6,"Dec 31, 2017 5:55:00 PM",galuh
bolmongtimkab,65703,65702,65702,65703,7110,711000,7110000000,71,BOLAANG MONGONDOW TIMUR,SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,2,10,0,"Dec 31, 2017 2:44:28 PM",vici,6077,1458,65703,43666,BOLAANG MONGONDOW TIMUR 1,1,-1,2,1446,False,2,10,"Dec 31, 2017 2:44:28 PM",galuh
bolmongtimkab,65703,65702,65702,65703,7110,711000,7110000000,71,BOLAANG MONGONDOW TIMUR,SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,2,9,1,"Dec 31, 2017 2:44:28 PM",vici,6078,1458,65703,40774,BOLAANG MONGONDOW TIMUR 2,2,-1,1,2776,False,2,10,"Dec 31, 2017 2:44:28 PM",galuh
bolmongselkab,65760,65702,65702,65760,7111,711100,7111000000,71,BOLAANG MONGONDOW SELATAN,SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,2,6,1,"Dec 31, 2017 2:41:08 PM",galuh,2870,770,65760,22174,BOLAANG MONGONDOW SELATAN 1,1,-1,2,2236,False,2,7,"Dec 31, 2017 2:41:08 PM",galuh
bolmongselkab,65760,65702,65702,65760,7111,711100,7111000000,71,BOLAANG MONGONDOW SELATAN,SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,2,5,1,"Dec 31, 2017 2:41:08 PM",galuh,2871,770,65760,19393,BOLAANG MONGONDOW SELATAN 2,2,-1,1,2778,False,2,6,"Dec 31, 2017 2:41:08 PM",galuh
bolmongselkab,65760,65702,65702,65760,7111,711100,7111000000,71,BOLAANG MONGONDOW SELATAN,SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,2,7,0,"Dec 31, 2017 2:41:08 PM",galuh,2872,770,65760,24907,BOLAANG MONGONDOW SELATAN 3,3,-1,3,1646,False,2,7,"Dec 31, 2017 2:41:08 PM",galuh
bolaangmongondowkab,65822,65702,65702,65822,7101,710100,7101000000,71,BOLAANG MONGONDOW,SULAWESI UTARA,BOLAANG MONGONDOW,2,5,0,"Dec 31, 2017 2:39:16 PM",galuh,2864,769,65822,41155,BOLAANG MONGONDOW 1,1,-1,6,110,False,2,5,"Dec 31, 2017 2:39:16 PM",galuh
bolaangmongondowkab,65822,65702,65702,65822,7101,710100,7101000000,71,BOLAANG MONGONDOW,SULAWESI UTARA,BOLAANG MONGONDOW,2,6,1,"Dec 31, 2017 2:39:16 PM",galuh,2865,769,65822,55020,BOLAANG MONGONDOW 2,2,-1,2,5766,False,2,7,"Dec 31, 2017 2:39:16 PM",galuh
bolaangmongondowkab,65822,65702,65702,65822,7101,710100,7101000000,71,BOLAANG MONGONDOW,SULAWESI UTARA,BOLAANG MONGONDOW,2,4,0,"Dec 31, 2017 2:39:16 PM",galuh,2866,769,65822,37083,BOLAANG MONGONDOW 3,3,-1,4,4247,False,2,4,"Dec 31, 2017 2:39:16 PM",galuh
bolaangmongondowkab,65822,65702,65702,65822,7101,710100,7101000000,71,BOLAANG MONGONDOW,SULAWESI UTARA,BOLAANG MONGONDOW,2,3,0,"Dec 31, 2017 2:39:16 PM",galuh,2867,769,65822,25701,BOLAANG MONGONDOW 4,4,-1,5,1074,False,2,3,"Dec 31, 2017 2:39:16 PM",galuh
bolaangmongondowkab,65822,65702,65702,65822,7101,710100,7101000000,71,BOLAANG MONGONDOW,SULAWESI UTARA,BOLAANG MONGONDOW,2,4,1,"Dec 31, 2017 2:39:16 PM",galuh,2868,769,65822,40866,BOLAANG MONGONDOW 5,5,-1,1,8030,False,2,5,"Dec 31, 2017 2:39:16 PM",galuh
bolaangmongondowkab,65822,65702,65702,65822,7101,710100,7101000000,71,BOLAANG MONGONDOW,SULAWESI UTARA,BOLAANG MONGONDOW,2,5,1,"Dec 31, 2017 2:39:16 PM",galuh,2869,769,65822,46457,BOLAANG MONGONDOW 6,6,-1,3,5412,False,2,6,"Dec 31, 2017 2:39:16 PM",galuh
minahasakab,65974,65702,65702,65974,7102,710200,7102000000,71,MINAHASA,SULAWESI UTARA,MINAHASA,2,6,1,"Dec 31, 2017 3:26:24 PM",vici,6113,1467,65974,64133,MINAHASA 1,1,-1,2,6533,False,2,7,"Dec 31, 2017 3:26:24 PM",galuh
minahasakab,65974,65702,65702,65974,7102,710200,7102000000,71,MINAHASA,SULAWESI UTARA,MINAHASA,2,6,1,"Dec 31, 2017 3:26:24 PM",vici,6114,1467,65974,64767,MINAHASA 2,2,-1,1,7167,False,2,7,"Dec 31, 2017 3:26:24 PM",galuh
minahasakab,65974,65702,65702,65974,7102,710200,7102000000,71,MINAHASA,SULAWESI UTARA,MINAHASA,2,11,0,"Dec 31, 2017 3:26:24 PM",vici,6115,1467,65974,110844,MINAHASA 3,3,-1,3,5244,False,2,11,"Dec 31, 2017 3:26:24 PM",galuh
minahasakab,65974,65702,65702,65974,7102,710200,7102000000,71,MINAHASA,SULAWESI UTARA,MINAHASA,2,10,0,"Dec 31, 2017 3:26:24 PM",vici,6116,1467,65974,96271,MINAHASA 4,4,-1,4,271,False,2,10,"Dec 31, 2017 3:26:24 PM",galuh
kepsangihekab,66188,65702,65702,66188,7103,710300,7103000000,71,KEPULAUAN SANGIHE,SULAWESI UTARA,KEPULAUAN SANGIHE,2,7,1,"Dec 31, 2017 2:50:38 PM",vici,6088,1461,66188,42908,KEPULAUAN SANGIHE 1,1,-1,1,3162,False,2,8,"Dec 31, 2017 2:50:38 PM",galuh
kepsangihekab,66188,65702,65702,66188,7103,710300,7103000000,71,KEPULAUAN SANGIHE,SULAWESI UTARA,KEPULAUAN SANGIHE,2,9,0,"Dec 31, 2017 2:50:38 PM",vici,6089,1461,66188,51953,KEPULAUAN SANGIHE 2,2,-1,3,851,False,2,9,"Dec 31, 2017 2:50:38 PM",galuh
kepsangihekab,66188,65702,65702,66188,7103,710300,7103000000,71,KEPULAUAN SANGIHE,SULAWESI UTARA,KEPULAUAN SANGIHE,2,8,0,"Dec 31, 2017 2:50:38 PM",vici,6090,1461,66188,47089,KEPULAUAN SANGIHE 3,3,-1,2,1665,False,2,8,"Dec 31, 2017 2:50:38 PM",galuh
keptalaudkab,66371,65702,65702,66371,7104,710400,7104000000,71,KEPULAUAN TALAUD,SULAWESI UTARA,KEPULAUAN TALAUD,2,10,0,"Dec 31, 2017 2:53:25 PM",galuh,2927,782,66371,41407,KEPULAUAN TALAUD 1,1,-1,2,1107,False,2,10,"Dec 31, 2017 2:53:25 PM",galuh
keptalaudkab,66371,65702,65702,66371,7104,710400,7104000000,71,KEPULAUAN TALAUD,SULAWESI UTARA,KEPULAUAN TALAUD,2,6,1,"Dec 31, 2017 2:53:25 PM",galuh,2928,782,66371,26181,KEPULAUAN TALAUD 2,2,-1,1,2001,False,2,7,"Dec 31, 2017 2:53:25 PM",galuh
keptalaudkab,66371,65702,65702,66371,7104,710400,7104000000,71,KEPULAUAN TALAUD,SULAWESI UTARA,KEPULAUAN TALAUD,2,8,0,"Dec 31, 2017 2:53:25 PM",galuh,2929,782,66371,33165,KEPULAUAN TALAUD 3,3,-1,3,925,False,2,8,"Dec 31, 2017 2:53:25 PM",galuh
minselkab,66544,65702,65702,66544,7105,710500,7105000000,71,MINAHASA SELATAN,SULAWESI UTARA,MINAHASA SELATAN,2,6,1,"Dec 31, 2017 3:06:05 PM",vici,6100,1464,66544,53689,MINAHASA SELATAN 1,1,-1,2,6817,False,2,7,"Dec 31, 2017 3:06:05 PM",galuh
minselkab,66544,65702,65702,66544,7105,710500,7105000000,71,MINAHASA SELATAN,SULAWESI UTARA,MINAHASA SELATAN,2,6,1,"Dec 31, 2017 3:06:05 PM",vici,6101,1464,66544,54069,MINAHASA SELATAN 2,2,-1,1,7197,False,2,7,"Dec 31, 2017 3:06:05 PM",galuh
minselkab,66544,65702,65702,66544,7105,710500,7105000000,71,MINAHASA SELATAN,SULAWESI UTARA,MINAHASA SELATAN,2,4,1,"Dec 31, 2017 3:06:05 PM",vici,6102,1464,66544,38043,MINAHASA SELATAN 3,3,-1,3,6795,False,2,5,"Dec 31, 2017 3:06:05 PM",galuh
minselkab,66544,65702,65702,66544,7105,710500,7105000000,71,MINAHASA SELATAN,SULAWESI UTARA,MINAHASA SELATAN,2,6,0,"Dec 31, 2017 3:06:05 PM",vici,6103,1464,66544,51956,MINAHASA SELATAN 4,4,-1,5,5084,False,2,6,"Dec 31, 2017 3:06:05 PM",galuh
minselkab,66544,65702,65702,66544,7105,710500,7105000000,71,MINAHASA SELATAN,SULAWESI UTARA,MINAHASA SELATAN,2,4,1,"Dec 31, 2017 3:06:05 PM",vici,6104,1464,66544,36608,MINAHASA SELATAN 5,5,-1,4,5360,False,2,5,"Dec 31, 2017 3:06:05 PM",galuh
minutkab,66718,65702,65702,66718,7106,710600,7106000000,71,MINAHASA UTARA,SULAWESI UTARA,MINAHASA UTARA,2,8,1,"Dec 31, 2017 3:11:54 PM",vici,6121,1469,66718,61471,MINAHASA UTARA 1,1,-1,1,3431,False,2,9,"Dec 31, 2017 3:11:54 PM",galuh
minutkab,66718,65702,65702,66718,7106,710600,7106000000,71,MINAHASA UTARA,SULAWESI UTARA,MINAHASA UTARA,2,7,0,"Dec 31, 2017 3:11:54 PM",vici,6122,1469,66718,53336,MINAHASA UTARA 2,2,-1,2,2551,False,2,7,"Dec 31, 2017 3:11:54 PM",galuh
minutkab,66718,65702,65702,66718,7106,710600,7106000000,71,MINAHASA UTARA,SULAWESI UTARA,MINAHASA UTARA,2,8,0,"Dec 31, 2017 3:11:54 PM",vici,6123,1469,66718,58836,MINAHASA UTARA 3,3,-1,3,796,False,2,8,"Dec 31, 2017 3:11:54 PM",galuh
