idProvinsi,namaProvinsi,createdAt,createdBy,idDapil,idVersi,idWilayah,jumlahPenduduk,namaDapil,noDapil,statusCoterminous,tingkat,totalAlokasiKursi,updatedAt
42385,JAWA TIMUR,"Jan 22, 2018 3:42:27 PM",superadmin,214,137,42385,-1,JAWA TIMUR  7,7,True,1,7,"Jan 22, 2018 3:42:27 PM"
42385,JAWA TIMUR,"Jan 22, 2018 3:42:27 PM",superadmin,215,137,42385,-1,JAWA TIMUR  8,8,True,1,6,"Jan 22, 2018 3:42:27 PM"
42385,JAWA TIMUR,"Jan 22, 2018 3:42:27 PM",superadmin,216,137,42385,-1,JAWA TIMUR  9,9,True,1,12,"Jan 22, 2018 3:42:27 PM"
42385,JAWA TIMUR,"Jan 22, 2018 3:42:27 PM",superadmin,217,137,42385,-1,JAWA TIMUR  10,10,True,1,8,"Jan 22, 2018 3:42:27 PM"
42385,JAWA TIMUR,"Jan 22, 2018 3:42:27 PM",superadmin,218,137,42385,-1,JAWA TIMUR  11,11,True,1,6,"Jan 22, 2018 3:42:27 PM"
42385,JAWA TIMUR,"Jan 22, 2018 3:42:27 PM",superadmin,219,137,42385,-1,JAWA TIMUR  12,12,True,1,7,"Jan 22, 2018 3:42:27 PM"
42385,JAWA TIMUR,"Jan 22, 2018 3:42:27 PM",superadmin,220,137,42385,-1,JAWA TIMUR  13,13,True,1,8,"Jan 22, 2018 3:42:27 PM"
42385,JAWA TIMUR,"Jan 22, 2018 3:42:27 PM",superadmin,221,137,42385,-1,JAWA TIMUR  14,14,True,1,12,"Jan 22, 2018 3:42:27 PM"
51578,BANTEN,"Jan 22, 2018 3:42:27 PM",superadmin,222,138,51578,-1,BANTEN  1,1,True,1,5,"Jan 22, 2018 3:42:27 PM"
51578,BANTEN,"Jan 22, 2018 3:42:27 PM",superadmin,223,138,51578,-1,BANTEN  2,2,True,1,12,"Jan 22, 2018 3:42:27 PM"
51578,BANTEN,"Jan 22, 2018 3:42:27 PM",superadmin,224,138,51578,-1,BANTEN  3,3,True,1,10,"Jan 22, 2018 3:42:27 PM"
51578,BANTEN,"Jan 22, 2018 3:42:27 PM",superadmin,225,138,51578,-1,BANTEN  4,4,True,1,11,"Jan 22, 2018 3:42:27 PM"
51578,BANTEN,"Jan 22, 2018 3:42:27 PM",superadmin,226,138,51578,-1,BANTEN  5,5,True,1,8,"Jan 22, 2018 3:42:27 PM"
51578,BANTEN,"Jan 22, 2018 3:42:27 PM",superadmin,227,138,51578,-1,BANTEN  6,6,True,1,6,"Jan 22, 2018 3:42:27 PM"
51578,BANTEN,"Jan 22, 2018 3:42:27 PM",superadmin,228,138,51578,-1,BANTEN  7,7,True,1,11,"Jan 22, 2018 3:42:27 PM"
51578,BANTEN,"Jan 22, 2018 3:42:27 PM",superadmin,229,138,51578,-1,BANTEN  8,8,True,1,9,"Jan 22, 2018 3:42:27 PM"
51578,BANTEN,"Jan 22, 2018 3:42:27 PM",superadmin,230,138,51578,-1,BANTEN  9,9,True,1,10,"Jan 22, 2018 3:42:27 PM"
51578,BANTEN,"Jan 22, 2018 3:42:27 PM",superadmin,231,138,51578,-1,BANTEN  10,10,True,1,3,"Jan 22, 2018 3:42:27 PM"
53241,BALI,"Jan 22, 2018 3:42:27 PM",superadmin,232,139,53241,-1,BALI  1,1,True,1,8,"Jan 22, 2018 3:42:27 PM"
53241,BALI,"Jan 22, 2018 3:42:27 PM",superadmin,233,139,53241,-1,BALI  2,2,True,1,6,"Jan 22, 2018 3:42:27 PM"
