domainName,idKab,idParent,idPro,idWilayah,kodeKab,kodeKec,kodeKel,kodePro,namaKab,namaPro,namaWilayah,tingkatWilayah,json_dcs_dprd_kabkota
boalemokab,74941,74716,74716,74941,7502,750200,7502000000,75,BOALEMO,GORONTALO,BOALEMO,2,"[{""id"":2699,""nama"":""BOALEMO 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":59554,""alokasiKursi"":10,""sisaPenduduk"":2084,""peringkatPenduduk"":2,""alokasiSisaKursi"":0,""idWilayah"":74941,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 10:29:01 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:29:01 AM"",""totalAlokasiKursi"":10,""idVersi"":733,""noDapil"":1,""statusCoterminous"":false},{""id"":2700,""nama"":""BOALEMO 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":43391,""alokasiKursi"":7,""sisaPenduduk"":3162,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":74941,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 10:29:01 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:29:01 AM"",""totalAlokasiKursi"":8,""idVersi"":733,""noDapil"":2,""statusCoterminous"":false},{""id"":2701,""nama"":""BOALEMO 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":40744,""alokasiKursi"":7,""sisaPenduduk"":515,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":74941,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 10:29:01 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:29:01 AM"",""totalAlokasiKursi"":7,""idVersi"":733,""noDapil"":3,""statusCoterminous"":false}]"
bonebolangokab,75031,74716,74716,75031,7503,750300,7503000000,75,BONE BOLANGO,GORONTALO,BONE BOLANGO,2,"[{""id"":2695,""nama"":""BONE BOLANGO 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":31988,""alokasiKursi"":4,""sisaPenduduk"":6364,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":75031,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 10:22:32 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:22:32 AM"",""totalAlokasiKursi"":5,""idVersi"":732,""noDapil"":1,""statusCoterminous"":false},{""id"":2696,""nama"":""BONE BOLANGO 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":44116,""alokasiKursi"":6,""sisaPenduduk"":5680,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":75031,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 10:22:32 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:22:32 AM"",""totalAlokasiKursi"":7,""idVersi"":732,""noDapil"":2,""statusCoterminous"":false},{""id"":2697,""nama"":""BONE BOLANGO 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":48118,""alokasiKursi"":7,""sisaPenduduk"":3276,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":75031,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 10:22:32 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:22:32 AM"",""totalAlokasiKursi"":7,""idVersi"":732,""noDapil"":3,""statusCoterminous"":false},{""id"":2698,""nama"":""BONE BOLANGO 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":35932,""alokasiKursi"":5,""sisaPenduduk"":3902,""peringkatPenduduk"":3,""alokasiSisaKursi"":1,""idWilayah"":75031,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 10:22:32 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:22:32 AM"",""totalAlokasiKursi"":6,""idVersi"":732,""noDapil"":4,""statusCoterminous"":false}]"
pahuwatokab,75183,74716,74716,75183,7504,750400,7504000000,75,PAHUWATO,GORONTALO,PAHUWATO,2,"[{""id"":5932,""nama"":""PAHUWATO 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":53486,""alokasiKursi"":9,""sisaPenduduk"":2627,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":75183,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 10:32:55 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:32:55 AM"",""totalAlokasiKursi"":10,""idVersi"":1424,""noDapil"":1,""statusCoterminous"":false},{""id"":5933,""nama"":""PAHUWATO 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":22310,""alokasiKursi"":3,""sisaPenduduk"":5357,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":75183,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 10:32:55 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:32:55 AM"",""totalAlokasiKursi"":4,""idVersi"":1424,""noDapil"":2,""statusCoterminous"":false},{""id"":5934,""nama"":""PAHUWATO 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":41035,""alokasiKursi"":7,""sisaPenduduk"":1478,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":75183,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 10:32:55 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:32:55 AM"",""totalAlokasiKursi"":7,""idVersi"":1424,""noDapil"":3,""statusCoterminous"":false},{""id"":5935,""nama"":""PAHUWATO 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":24450,""alokasiKursi"":4,""sisaPenduduk"":1846,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":75183,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 10:32:55 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:32:55 AM"",""totalAlokasiKursi"":4,""idVersi"":1424,""noDapil"":4,""statusCoterminous"":false}]"
gorontaloutarakab,75301,74716,74716,75301,7505,750500,7505000000,75,GORONTALO UTARA,GORONTALO,GORONTALO UTARA,2,"[{""id"":5940,""nama"":""GORONTALO UTARA 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":43228,""alokasiKursi"":8,""sisaPenduduk"":3484,""peringkatPenduduk"":3,""alokasiSisaKursi"":1,""idWilayah"":75301,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 10:34:10 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:34:10 AM"",""totalAlokasiKursi"":9,""idVersi"":1426,""noDapil"":1,""statusCoterminous"":false},{""id"":5941,""nama"":""GORONTALO UTARA 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":21911,""alokasiKursi"":4,""sisaPenduduk"":2039,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":75301,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 10:34:10 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:34:10 AM"",""totalAlokasiKursi"":4,""idVersi"":1426,""noDapil"":2,""statusCoterminous"":false},{""id"":5942,""nama"":""GORONTALO UTARA 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":34687,""alokasiKursi"":6,""sisaPenduduk"":4879,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":75301,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 10:34:10 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:34:10 AM"",""totalAlokasiKursi"":7,""idVersi"":1426,""noDapil"":3,""statusCoterminous"":false},{""id"":5943,""nama"":""GORONTALO UTARA 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":24376,""alokasiKursi"":4,""sisaPenduduk"":4504,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":75301,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 10:34:10 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:34:10 AM"",""totalAlokasiKursi"":5,""idVersi"":1426,""noDapil"":4,""statusCoterminous"":false}]"
gorontalokota,75365,74716,74716,75365,7571,757100,7571000000,75,KOTA GORONTALO,GORONTALO,KOTA GORONTALO,2,"[{""id"":5948,""nama"":""KOTA GORONTALO 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":37316,""alokasiKursi"":4,""sisaPenduduk"":5948,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":75365,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 10:42:09 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:42:09 AM"",""totalAlokasiKursi"":5,""idVersi"":1428,""noDapil"":1,""statusCoterminous"":false},{""id"":5949,""nama"":""KOTA GORONTALO 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":47213,""alokasiKursi"":6,""sisaPenduduk"":161,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":75365,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 10:42:09 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:42:09 AM"",""totalAlokasiKursi"":6,""idVersi"":1428,""noDapil"":2,""statusCoterminous"":false},{""id"":5950,""nama"":""KOTA GORONTALO 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":65371,""alokasiKursi"":8,""sisaPenduduk"":2635,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":75365,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 10:42:09 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:42:09 AM"",""totalAlokasiKursi"":8,""idVersi"":1428,""noDapil"":3,""statusCoterminous"":false},{""id"":5951,""nama"":""KOTA GORONTALO 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":46155,""alokasiKursi"":5,""sisaPenduduk"":6945,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":75365,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 10:42:09 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:42:09 AM"",""totalAlokasiKursi"":6,""idVersi"":1428,""noDapil"":4,""statusCoterminous"":false}]"
mamujuutarakab,75426,75425,75425,75426,7601,760100,7601000000,76,MAMUJU UTARA,SULAWESI BARAT,MAMUJU UTARA,2,"[{""id"":5912,""nama"":""MAMUJU UTARA 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":74225,""alokasiKursi"":10,""sisaPenduduk"":4785,""peringkatPenduduk"":3,""alokasiSisaKursi"":1,""idWilayah"":75426,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:45:40 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:45:40 PM"",""totalAlokasiKursi"":11,""idVersi"":1420,""noDapil"":1,""statusCoterminous"":false},{""id"":5913,""nama"":""MAMUJU UTARA 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":39767,""alokasiKursi"":5,""sisaPenduduk"":5047,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":75426,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:45:40 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:45:40 PM"",""totalAlokasiKursi"":6,""idVersi"":1420,""noDapil"":2,""statusCoterminous"":false},{""id"":5914,""nama"":""MAMUJU UTARA 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":45814,""alokasiKursi"":6,""sisaPenduduk"":4150,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":75426,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:45:40 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:45:40 PM"",""totalAlokasiKursi"":6,""idVersi"":1420,""noDapil"":3,""statusCoterminous"":false},{""id"":5915,""nama"":""MAMUJU UTARA 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":48519,""alokasiKursi"":6,""sisaPenduduk"":6855,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":75426,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:45:40 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:45:40 PM"",""totalAlokasiKursi"":7,""idVersi"":1420,""noDapil"":4,""statusCoterminous"":false}]"
mamujukab,75502,75425,75425,75502,7602,760200,7602000000,76,MAMUJU,SULAWESI BARAT,MAMUJU,2,"[{""id"":5897,""nama"":""MAMUJU 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":68837,""alokasiKursi"":6,""sisaPenduduk"":9419,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":75502,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:40:52 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:40:52 PM"",""totalAlokasiKursi"":7,""idVersi"":1416,""noDapil"":1,""statusCoterminous"":false},{""id"":5898,""nama"":""MAMUJU 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":69689,""alokasiKursi"":7,""sisaPenduduk"":368,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":75502,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:40:52 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:40:52 PM"",""totalAlokasiKursi"":7,""idVersi"":1416,""noDapil"":2,""statusCoterminous"":false},{""id"":5899,""nama"":""MAMUJU 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":70261,""alokasiKursi"":7,""sisaPenduduk"":940,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":75502,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:40:52 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:40:52 PM"",""totalAlokasiKursi"":7,""idVersi"":1416,""noDapil"":3,""statusCoterminous"":false},{""id"":5900,""nama"":""MAMUJU 4"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":88309,""alokasiKursi"":8,""sisaPenduduk"":9085,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":75502,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:40:52 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:40:52 PM"",""totalAlokasiKursi"":9,""idVersi"":1416,""noDapil"":4,""statusCoterminous"":false}]"
mamasakab,75670,75425,75425,75670,7603,760300,7603000000,76,MAMASA,SULAWESI BARAT,MAMASA,2,"[{""id"":2121,""nama"":""MAMASA 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":78101,""alokasiKursi"":11,""sisaPenduduk"":3455,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":75670,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:00:09 PM"",""updatedBy"":""vici"",""updatedAt"":""Dec 31, 2017 4:00:09 PM"",""totalAlokasiKursi"":12,""idVersi"":590,""noDapil"":1,""statusCoterminous"":false},{""id"":2122,""nama"":""MAMASA 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":50857,""alokasiKursi"":7,""sisaPenduduk"":3355,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":75670,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:00:09 PM"",""updatedBy"":""vici"",""updatedAt"":""Dec 31, 2017 4:00:09 PM"",""totalAlokasiKursi"":7,""idVersi"":590,""noDapil"":2,""statusCoterminous"":false},{""id"":2123,""nama"":""MAMASA 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":74641,""alokasiKursi"":10,""sisaPenduduk"":6781,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":75670,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 4:00:09 PM"",""updatedBy"":""vici"",""updatedAt"":""Dec 31, 2017 4:00:09 PM"",""totalAlokasiKursi"":11,""idVersi"":590,""noDapil"":3,""statusCoterminous"":false}]"
polewalimandarkab,75863,75425,75425,75863,7604,760400,7604000000,76,POLEWALI MANDAR,SULAWESI BARAT,POLEWALI MANDAR,2,"[{""id"":6551,""nama"":""POLEWALI MANDAR 1"",""parent"":1167,""tingkat"":2,""jumlahPenduduk"":114885,""alokasiKursi"":9,""sisaPenduduk"":11358,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":75863,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:13:09 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:13:09 PM"",""totalAlokasiKursi"":10,""idVersi"":1564,""noDapil"":1,""statusCoterminous"":true},{""id"":6552,""nama"":""POLEWALI MANDAR 2"",""parent"":1164,""tingkat"":2,""jumlahPenduduk"":94330,""alokasiKursi"":8,""sisaPenduduk"":2306,""peringkatPenduduk"":4,""alokasiSisaKursi"":0,""idWilayah"":75863,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:13:09 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:13:09 PM"",""totalAlokasiKursi"":8,""idVersi"":1564,""noDapil"":2,""statusCoterminous"":true},{""id"":6553,""nama"":""POLEWALI MANDAR 3"",""parent"":1165,""tingkat"":2,""jumlahPenduduk"":128147,""alokasiKursi"":11,""sisaPenduduk"":1614,""peringkatPenduduk"":5,""alokasiSisaKursi"":0,""idWilayah"":75863,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:13:09 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:13:09 PM"",""totalAlokasiKursi"":11,""idVersi"":1564,""noDapil"":3,""statusCoterminous"":true},{""id"":6554,""nama"":""POLEWALI MANDAR 4"",""parent"":1166,""tingkat"":2,""jumlahPenduduk"":100750,""alokasiKursi"":8,""sisaPenduduk"":8726,""peringkatPenduduk"":3,""alokasiSisaKursi"":1,""idWilayah"":75863,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:13:09 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:13:09 PM"",""totalAlokasiKursi"":9,""idVersi"":1564,""noDapil"":4,""statusCoterminous"":true},{""id"":6555,""nama"":""POLEWALI MANDAR 5"",""parent"":1172,""tingkat"":2,""jumlahPenduduk"":79565,""alokasiKursi"":6,""sisaPenduduk"":10547,""peringkatPenduduk"":2,""alokasiSisaKursi"":1,""idWilayah"":75863,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:13:09 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:13:09 PM"",""totalAlokasiKursi"":7,""idVersi"":1564,""noDapil"":5,""statusCoterminous"":true}]"
majenekab,76047,75425,75425,76047,7605,760500,7605000000,76,MAJENE,SULAWESI BARAT,MAJENE,2,"[{""id"":2205,""nama"":""MAJENE 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":72415,""alokasiKursi"":10,""sisaPenduduk"":5815,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":76047,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 10:16:26 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:16:26 AM"",""totalAlokasiKursi"":11,""idVersi"":610,""noDapil"":1,""statusCoterminous"":false},{""id"":2206,""nama"":""MAJENE 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":67198,""alokasiKursi"":10,""sisaPenduduk"":598,""peringkatPenduduk"":2,""alokasiSisaKursi"":0,""idWilayah"":76047,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 10:16:26 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:16:26 AM"",""totalAlokasiKursi"":10,""idVersi"":610,""noDapil"":2,""statusCoterminous"":false},{""id"":2207,""nama"":""MAJENE 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":26892,""alokasiKursi"":4,""sisaPenduduk"":252,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":76047,""createdBy"":""galuh"",""createdAt"":""Dec 31, 2017 10:16:26 AM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 10:16:26 AM"",""totalAlokasiKursi"":4,""idVersi"":610,""noDapil"":3,""statusCoterminous"":false}]"
mamujutengahkab,928078,75425,75425,928078,7606,760600,7606000000,76,MAMUJU TENGAH,SULAWESI BARAT,MAMUJU TENGAH,2,"[{""id"":5906,""nama"":""MAMUJU TENGAH 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":64633,""alokasiKursi"":11,""sisaPenduduk"":1757,""peringkatPenduduk"":2,""alokasiSisaKursi"":0,""idWilayah"":928078,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:37:15 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:37:15 PM"",""totalAlokasiKursi"":11,""idVersi"":1418,""noDapil"":1,""statusCoterminous"":false},{""id"":5907,""nama"":""MAMUJU TENGAH 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":34942,""alokasiKursi"":6,""sisaPenduduk"":646,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":928078,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:37:15 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:37:15 PM"",""totalAlokasiKursi"":6,""idVersi"":1418,""noDapil"":2,""statusCoterminous"":false},{""id"":5908,""nama"":""MAMUJU TENGAH 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":43338,""alokasiKursi"":7,""sisaPenduduk"":3326,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":928078,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:37:15 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:37:15 PM"",""totalAlokasiKursi"":8,""idVersi"":1418,""noDapil"":3,""statusCoterminous"":false}]"
malbardaykab,76097,76096,76096,76097,8108,810800,8108000000,81,MALUKU BARAT DAYA,MALUKU,MALUKU BARAT DAYA,2,"[{""id"":5971,""nama"":""MALUKU BARAT DAYA 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":22924,""alokasiKursi"":6,""sisaPenduduk"":2884,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":76097,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 2:57:45 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 2:57:45 PM"",""totalAlokasiKursi"":7,""idVersi"":1434,""noDapil"":1,""statusCoterminous"":false},{""id"":5972,""nama"":""MALUKU BARAT DAYA 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":23688,""alokasiKursi"":7,""sisaPenduduk"":308,""peringkatPenduduk"":2,""alokasiSisaKursi"":0,""idWilayah"":76097,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 2:57:45 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 2:57:45 PM"",""totalAlokasiKursi"":7,""idVersi"":1434,""noDapil"":2,""statusCoterminous"":false},{""id"":5973,""nama"":""MALUKU BARAT DAYA 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":20193,""alokasiKursi"":6,""sisaPenduduk"":153,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":76097,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 2:57:45 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 2:57:45 PM"",""totalAlokasiKursi"":6,""idVersi"":1434,""noDapil"":3,""statusCoterminous"":false}]"
buruselatankab,76223,76096,76096,76223,8109,810900,8109000000,81,BURU SELATAN,MALUKU,BURU SELATAN,2,"[{""id"":6022,""nama"":""BURU SELATAN 1"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":22396,""alokasiKursi"":6,""sisaPenduduk"":502,""peringkatPenduduk"":3,""alokasiSisaKursi"":0,""idWilayah"":76223,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:02:01 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:02:01 PM"",""totalAlokasiKursi"":6,""idVersi"":1445,""noDapil"":1,""statusCoterminous"":false},{""id"":6023,""nama"":""BURU SELATAN 2"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":23944,""alokasiKursi"":6,""sisaPenduduk"":2050,""peringkatPenduduk"":1,""alokasiSisaKursi"":1,""idWilayah"":76223,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:02:01 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:02:01 PM"",""totalAlokasiKursi"":7,""idVersi"":1445,""noDapil"":2,""statusCoterminous"":false},{""id"":6024,""nama"":""BURU SELATAN 3"",""parent"":-1,""tingkat"":2,""jumlahPenduduk"":26653,""alokasiKursi"":7,""sisaPenduduk"":1110,""peringkatPenduduk"":2,""alokasiSisaKursi"":0,""idWilayah"":76223,""createdBy"":""vici"",""createdAt"":""Dec 31, 2017 5:02:01 PM"",""updatedBy"":""galuh"",""updatedAt"":""Dec 31, 2017 5:02:01 PM"",""totalAlokasiKursi"":7,""idVersi"":1445,""noDapil"":3,""statusCoterminous"":false}]"
